,,,,
despues_jugar_lavamanos_si_1_no_0__nosabe_2,,,,
hayrata_ratoncito_si_1_no_0_,,,,
ultimavezcomio_picuro_ dias_hacepoco_1000,,,,
ultimavezcomio_roncoso_dias,,,,
comoconseguiste-caza_1_compro_2_invitado_3,,,,
tiene_perros_si_1_no_0,,,,
tiene_gatos_si_1_no_0,,,,
tiene_otroanimal,,,,
animales_cria,,,,
#veces_comioayer,,,,
que_comio,,,,
otro_comio,,,,
ultimavez_comiopescado_dias,,,,
quepescado,,,,
comoconseguiste_pezca_1_compro_2_invitado_3_piscigranja_4_criadero_5,,,,
ultimavez_comiocarnemonte-dias_hacepoco_1000,,,,
quecarne,,,,
comoconseguiste-caza_1_compro_2_invitado_3_intercambio_4,,,,
ultivezdiarrea_hace_dias,,,,
cuantoduro_diarrea_dias,,,,
fuiste_hospital_si_1_no_0_nodato_-1,,,,
#niños_condiarrea,,,,
fueron_postsalud,,,,
#adultos_condiarrea,,,,
fueron_postsalud,,,,
ultimavez_Tos_hace_dias,,,,
cuantoduro_tos_dias,,,,
fuiste_hospital_si_1_no_0_nodato_-1,,,,
#niños_contos,,,,
fueron_postsalud,,,,
#adultos_contos,,,,
fueron_postsalud,,,,
tenido_coronavirus_si_1_no_0_sospecha_2_no sabe_3,,,,
confirmado_covid_si_1_no_0,,,,
Rec_tra_antipara_19,,,,
Rec_tra_antipara_21,,,,
Fecha_tra_antipara_21,,,,
FECHA_INTERV,,,,
Eda,,,,
Cuando,,,,
tiempo_dias,,,,
c_moco_sangre,,,,
p.s,,,,
epi_res,,,,
epires_duracion_dias,,,,
p.s,,,,
obs_lavmanos,,,,
obs_limpio_lav_tagua,,,,
obs_limpio_ba_let_ca,,,,
Presencia_roedores,,,,
Fecha_tra_antipara_22,,,,
FECHA_INTERV,,,,
Eda,,,,
tiempo_dias,,,,
c_moco_sangre,,,,
p.s,,,,
epi_res,,,,
epires_duracion_dias,,,,
p.s,,,,
obs_lavmanos,,,,
obs_limpio_lav_tagua,,,,
obs_limpio_ba_let_ca,,,,
Presencia_roedores,,,,
FECHA_INTERV,,,,
Eda,,,,
cuando,,,,
tiempo_dias,,,,
c_moco_sangre,,,,
p.s,,,,
epi_res,,,,
cuando,,,,
epires_duracion_dias,,,,
p.s,,,,
obs_lavmanos,,,,
obs_limpio_lav_tagua,,,,
obs_limpio_ba_let_ca,,,,
Presencia_roedores,,,,
FECHA_INTERV,,,,
Eda,,,,
cuando,,,,
tiempo_dias,,,,
c_moco_sangre,,,,
p.s,,,,
epi_res,,,,
cuando,,,,
epires_duracion_dias,,,,
p.s,,,,
obs_lavmanos,,,,
obs_limpio_lav_tagua,,,,
obs_limpio_ba_let_ca,,,,
Presencia_roedores,,,,
FECHA_INTERV,,,,
Eda,,,,
cuando,,,,
tiempo_dias,,,,
c_moco_sangre,,,,
p.s,,,,
epi_res,,,,
cuando,,,,
epires_duracion_dias,,,,
p.s,,,,
obs_lavmanos,,,,
obs_limpio_lav_tagua,,,,
obs_limpio_ba_let_ca,,,,
Presencia_roedores,,,,
FECHA_INTERV23,,,,
Codigo,,,,
EDAD,,,,
Ascaris,,,,
Blastocystis,,,,
Giardia,,,,
Trichuris,,,,
Uncinaria,,,,
Strongyloides,,,,
Enterobius,,,,
Hymenolepis_nana,,,,
PESO,,,,
Talla,,,,
WAZ,,,,
waz_Desc,,,,
HAZ,,,,
haz_Desc,,,,
BAZ,,,,
baz_Desc,,,,
IMC_Form,,,,
HB,,,,
ANEMIA,,,,
Hto%,,,,
Fech_tra_antipara,,,,
